date,monitoring_location,daily_total
2021-08-10,12 Ave West of 8 St SW,665
2021-08-10,5 Street North of 10 Ave SW,1674
2021-08-10,5 Street North of 15 Ave SW,729
2021-08-10,5 Street North of 5 Ave SW,842
2021-08-10,5 Street North of 9 Ave SW,1328
2021-08-10,7 Street South of 3 Ave SW,354
2021-08-10,9 Ave West of 4 Street SE,169
2021-08-10,Bow River Pathway,1730
2021-08-10,Edmonton Tr North of Memorial Dr,247
2021-08-10,Inglewood Bird Sanctuary,515
2021-08-10,Memorial Drive at 19 St NW,1453
2021-08-10,Memorial Drive at Prince's Island,1058
2021-08-10,Nose Creek,676
2021-08-10,Peace Bridge,2157
2021-08-10,South Glenmore,994
2021-08-11,10 Street North of 5 Ave NW,435
2021-08-11,12 Ave West of 2 St SW,697
2021-08-11,12 Ave West of 8 St SW,757
2021-08-11,5 Street North of 10 Ave SW,1578
2021-08-11,5 Street North of 15 Ave SW,720
2021-08-11,5 Street North of 5 Ave SW,816
2021-08-11,5 Street North of 9 Ave SW,1236
2021-08-11,7 Street South of 3 Ave SW,355
2021-08-11,9 Ave West of 4 Street SE,197
2021-08-11,Bow River Pathway,1733
2021-08-11,Edmonton Tr North of Memorial Dr,253
2021-08-11,Inglewood Bird Sanctuary,546
2021-08-11,Memorial Drive at 19 St NW,1589
2021-08-11,Memorial Drive at Prince's Island,1243
2021-08-11,Nose Creek,749
2021-08-11,Peace Bridge,2065
2021-08-11,South Glenmore,1144
2021-08-12,10 Street North of 5 Ave NW,501
2021-08-12,12 Ave West of 2 St SW,739
2021-08-12,12 Ave West of 8 St SW,702
2021-08-12,5 Street North of 10 Ave SW,1666
2021-08-12,5 Street North of 15 Ave SW,776
2021-08-12,5 Street North of 5 Ave SW,717
2021-08-12,5 Street North of 9 Ave SW,1320
2021-08-12,7 Street South of 3 Ave SW,375
2021-08-12,9 Ave West of 4 Street SE,197
2021-08-12,Bow River Pathway,1897
2021-08-12,Edmonton Tr North of Memorial Dr,291
2021-08-12,Inglewood Bird Sanctuary,766
2021-08-12,Memorial Drive at 19 St NW,1957
2021-08-12,Memorial Drive at Prince's Island,1413
2021-08-12,Nose Creek,852
2021-08-12,Peace Bridge,2618
2021-08-12,South Glenmore,1372
2021-08-13,10 Street North of 5 Ave NW,434
2021-08-13,12 Ave West of 2 St SW,779
2021-08-13,12 Ave West of 8 St SW,689
2021-08-13,5 Street North of 10 Ave SW,1435
2021-08-13,5 Street North of 15 Ave SW,655
2021-08-13,5 Street North of 5 Ave SW,512
2021-08-13,5 Street North of 9 Ave SW,1119
2021-08-13,7 Street South of 3 Ave SW,350
2021-08-13,9 Ave West of 4 Street SE,195
2021-08-13,Bow River Pathway,1599
2021-08-13,Edmonton Tr North of Memorial Dr,257
2021-08-13,Inglewood Bird Sanctuary,683
2021-08-13,Memorial Drive at 19 St NW,1621
2021-08-13,Memorial Drive at Prince's Island,1366
2021-08-13,Nose Creek,764
2021-08-13,Peace Bridge,2626
2021-08-13,South Glenmore,1175
2021-08-14,10 Street North of 5 Ave NW,289
2021-08-14,12 Ave West of 2 St SW,594
2021-08-14,12 Ave West of 8 St SW,538
2021-08-14,5 Street North of 10 Ave SW,847
2021-08-14,5 Street North of 15 Ave SW,476
2021-08-14,5 Street North of 5 Ave SW,168
2021-08-14,5 Street North of 9 Ave SW,606
2021-08-14,7 Street South of 3 Ave SW,229
2021-08-14,9 Ave West of 4 Street SE,198
2021-08-14,Bow River Pathway,1257
2021-08-14,Edmonton Tr North of Memorial Dr,201
2021-08-14,Inglewood Bird Sanctuary,694
2021-08-14,Memorial Drive at 19 St NW,1539
2021-08-14,Memorial Drive at Prince's Island,474
2021-08-14,Nose Creek,810
2021-08-14,Peace Bridge,2444
2021-08-14,South Glenmore,1222
2021-08-15,10 Street North of 5 Ave NW,238
2021-08-15,12 Ave West of 2 St SW,470
2021-08-15,12 Ave West of 8 St SW,445
2021-08-15,5 Street North of 10 Ave SW,637
2021-08-15,5 Street North of 15 Ave SW,384
2021-08-15,5 Street North of 5 Ave SW,266
2021-08-15,5 Street North of 9 Ave SW,483
2021-08-15,7 Street South of 3 Ave SW,136
2021-08-15,9 Ave West of 4 Street SE,123
2021-08-15,Bow River Pathway,1057
2021-08-15,Edmonton Tr North of Memorial Dr,133
2021-08-15,Inglewood Bird Sanctuary,521
2021-08-15,Memorial Drive at 19 St NW,1221
2021-08-15,Memorial Drive at Prince's Island,434
2021-08-15,Nose Creek,653
2021-08-15,Peace Bridge,2466
2021-08-15,South Glenmore,875
2021-08-16,10 Street North of 5 Ave NW,235
2021-08-16,12 Ave West of 2 St SW,360
2021-08-16,12 Ave West of 8 St SW,391
2021-08-16,5 Street North of 10 Ave SW,914
2021-08-16,5 Street North of 15 Ave SW,409
2021-08-16,5 Street North of 5 Ave SW,298
2021-08-16,5 Street North of 9 Ave SW,721
2021-08-16,7 Street South of 3 Ave SW,128
2021-08-16,9 Ave West of 4 Street SE,125
2021-08-16,Bow River Pathway,782
2021-08-16,Edmonton Tr North of Memorial Dr,125
2021-08-16,Inglewood Bird Sanctuary,236
2021-08-16,Memorial Drive at 19 St NW,644
2021-08-16,Memorial Drive at Prince's Island,227
2021-08-16,Nose Creek,325
2021-08-16,Peace Bridge,1343
2021-08-16,South Glenmore,357
2021-08-17,10 Street North of 5 Ave NW,143
2021-08-17,12 Ave West of 2 St SW,196
2021-08-17,12 Ave West of 8 St SW,230
2021-08-17,5 Street North of 10 Ave SW,523
2021-08-17,5 Street North of 15 Ave SW,192
2021-08-17,5 Street North of 5 Ave SW,282
2021-08-17,5 Street North of 9 Ave SW,377
2021-08-17,7 Street South of 3 Ave SW,99
2021-08-17,9 Ave West of 4 Street SE,50
2021-08-17,Bow River Pathway,358
2021-08-17,Edmonton Tr North of Memorial Dr,73
2021-08-17,Inglewood Bird Sanctuary,80
2021-08-17,Memorial Drive at 19 St NW,285
2021-08-17,Memorial Drive at Prince's Island,68
2021-08-17,Nose Creek,127
2021-08-17,Peace Bridge,709
2021-08-17,South Glenmore,115
2021-08-18,10 Street North of 5 Ave NW,408
2021-08-18,12 Ave West of 2 St SW,666
2021-08-18,12 Ave West of 8 St SW,759
2021-08-18,5 Street North of 10 Ave SW,1550
2021-08-18,5 Street North of 15 Ave SW,685
2021-08-18,5 Street North of 5 Ave SW,912
2021-08-18,5 Street North of 9 Ave SW,1236
2021-08-18,7 Street South of 3 Ave SW,31
2021-08-18,9 Ave West of 4 Street SE,200
2021-08-18,Bow River Pathway,1822
2021-08-18,Edmonton Tr North of Memorial Dr,266
2021-08-18,Inglewood Bird Sanctuary,665
2021-08-18,Memorial Drive at 19 St NW,1887
2021-08-18,Memorial Drive at Prince's Island,381
2021-08-18,Nose Creek,995
2021-08-18,Peace Bridge,2109
2021-08-18,South Glenmore,1406
2021-08-19,10 Street North of 5 Ave NW,244
2021-08-19,12 Ave West of 2 St SW,437
2021-08-19,12 Ave West of 8 St SW,457
2021-08-19,5 Street North of 10 Ave SW,1039
2021-08-19,5 Street North of 15 Ave SW,447
2021-08-19,5 Street North of 5 Ave SW,433
2021-08-19,5 Street North of 9 Ave SW,771
2021-08-19,7 Street South of 3 Ave SW,103
2021-08-19,9 Ave West of 4 Street SE,126
2021-08-19,Bow River Pathway,870
2021-08-19,Edmonton Tr North of Memorial Dr,124
2021-08-19,Inglewood Bird Sanctuary,195
2021-08-19,Memorial Drive at 19 St NW,635
2021-08-19,Memorial Drive at Prince's Island,148
2021-08-19,Nose Creek,255
2021-08-19,Peace Bridge,1391
2021-08-19,South Glenmore,381
2021-08-20,10 Street North of 5 Ave NW,286
2021-08-20,12 Ave West of 2 St SW,506
2021-08-20,12 Ave West of 8 St SW,534
2021-08-20,5 Street North of 10 Ave SW,1150
2021-08-20,5 Street North of 15 Ave SW,437
2021-08-20,5 Street North of 5 Ave SW,554
2021-08-20,5 Street North of 9 Ave SW,807
2021-08-20,7 Street South of 3 Ave SW,216
2021-08-20,9 Ave West of 4 Street SE,131
2021-08-20,Bow River Pathway,1015
2021-08-20,Edmonton Tr North of Memorial Dr,175
2021-08-20,Inglewood Bird Sanctuary,356
2021-08-20,Memorial Drive at 19 St NW,995
2021-08-20,Memorial Drive at Prince's Island,192
2021-08-20,Nose Creek,516
2021-08-20,Peace Bridge,1938
2021-08-20,South Glenmore,725
2021-08-21,10 Street North of 5 Ave NW,278
2021-08-21,12 Ave West of 2 St SW,491
2021-08-21,12 Ave West of 8 St SW,406
2021-08-21,5 Street North of 10 Ave SW,700
2021-08-21,5 Street North of 15 Ave SW,385
2021-08-21,5 Street North of 5 Ave SW,293
2021-08-21,5 Street North of 9 Ave SW,476
2021-08-21,7 Street South of 3 Ave SW,179
2021-08-21,9 Ave West of 4 Street SE,98
2021-08-21,Bow River Pathway,965
2021-08-21,Edmonton Tr North of Memorial Dr,169
2021-08-21,Inglewood Bird Sanctuary,624
2021-08-21,Memorial Drive at 19 St NW,1208
2021-08-21,Memorial Drive at Prince's Island,182
2021-08-21,Nose Creek,679
2021-08-21,Peace Bridge,1816
2021-08-21,South Glenmore,1058
2021-08-22,10 Street North of 5 Ave NW,246
2021-08-22,12 Ave West of 2 St SW,426
2021-08-22,12 Ave West of 8 St SW,406
2021-08-22,5 Street North of 10 Ave SW,637
2021-08-22,5 Street North of 15 Ave SW,380
2021-08-22,5 Street North of 5 Ave SW,321
2021-08-22,5 Street North of 9 Ave SW,411
2021-08-22,7 Street South of 3 Ave SW,130
2021-08-22,9 Ave West of 4 Street SE,118
2021-08-22,Bow River Pathway,1385
2021-08-22,Edmonton Tr North of Memorial Dr,181
2021-08-22,Inglewood Bird Sanctuary,799
2021-08-22,Memorial Drive at 19 St NW,1649
2021-08-22,Memorial Drive at Prince's Island,241
2021-08-22,Nose Creek,900
2021-08-22,Peace Bridge,1878
2021-08-22,South Glenmore,1531
2021-08-23,10 Street North of 5 Ave NW,198
2021-08-23,12 Ave West of 2 St SW,339
2021-08-23,12 Ave West of 8 St SW,392
2021-08-23,5 Street North of 10 Ave SW,102
2021-08-23,5 Street North of 15 Ave SW,338
2021-08-23,5 Street North of 5 Ave SW,445
2021-08-23,5 Street North of 9 Ave SW,606
2021-08-23,7 Street South of 3 Ave SW,72
2021-08-23,9 Ave West of 4 Street SE,112
2021-08-23,Bow River Pathway,744
2021-08-23,Edmonton Tr North of Memorial Dr,106
2021-08-23,Inglewood Bird Sanctuary,183
2021-08-23,Memorial Drive at 19 St NW,485
2021-08-23,Memorial Drive at Prince's Island,83
2021-08-23,Nose Creek,227
2021-08-23,Peace Bridge,1035
2021-08-23,South Glenmore,422
2021-08-24,10 Street North of 5 Ave NW,370
2021-08-24,12 Ave West of 2 St SW,627
2021-08-24,12 Ave West of 8 St SW,706
2021-08-24,5 Street North of 10 Ave SW,29
2021-08-24,5 Street North of 15 Ave SW,611
2021-08-24,5 Street North of 5 Ave SW,796
2021-08-24,5 Street North of 9 Ave SW,992
2021-08-24,7 Street South of 3 Ave SW,204
2021-08-24,9 Ave West of 4 Street SE,159
2021-08-24,Bow River Pathway,1674
2021-08-24,Edmonton Tr North of Memorial Dr,225
2021-08-24,Inglewood Bird Sanctuary,590
2021-08-24,Memorial Drive at 19 St NW,1518
2021-08-24,Memorial Drive at Prince's Island,251
2021-08-24,Nose Creek,750
2021-08-24,Peace Bridge,2034
2021-08-24,South Glenmore,1060
2021-08-25,10 Street North of 5 Ave NW,383
2021-08-25,12 Ave West of 2 St SW,738
2021-08-25,12 Ave West of 8 St SW,689
2021-08-25,5 Street North of 10 Ave SW,337
2021-08-25,5 Street North of 15 Ave SW,697
2021-08-25,5 Street North of 5 Ave SW,1002
2021-08-25,5 Street North of 9 Ave SW,1243
2021-08-25,7 Street South of 3 Ave SW,193
2021-08-25,9 Ave West of 4 Street SE,186
2021-08-25,Bow River Pathway,1826
2021-08-25,Edmonton Tr North of Memorial Dr,223
2021-08-25,Inglewood Bird Sanctuary,666
2021-08-25,Memorial Drive at 19 St NW,1796
2021-08-25,Memorial Drive at Prince's Island,299
2021-08-25,Nose Creek,809
2021-08-25,Peace Bridge,2254
2021-08-25,South Glenmore,1325
2021-08-26,10 Street North of 5 Ave NW,364
2021-08-26,12 Ave West of 2 St SW,669
2021-08-26,12 Ave West of 8 St SW,681
2021-08-26,5 Street North of 10 Ave SW,214
2021-08-26,5 Street North of 15 Ave SW,651
2021-08-26,5 Street North of 5 Ave SW,599
2021-08-26,5 Street North of 9 Ave SW,1099
2021-08-26,7 Street South of 3 Ave SW,324
2021-08-26,9 Ave West of 4 Street SE,195
2021-08-26,Bow River Pathway,1696
2021-08-26,Edmonton Tr North of Memorial Dr,210
2021-08-26,Inglewood Bird Sanctuary,635
2021-08-26,Memorial Drive at 19 St NW,1479
2021-08-26,Memorial Drive at Prince's Island,263
2021-08-26,Nose Creek,757
2021-08-26,Peace Bridge,2197
2021-08-26,South Glenmore,1341
2021-08-27,10 Street North of 5 Ave NW,262
2021-08-27,12 Ave West of 2 St SW,476
2021-08-27,12 Ave West of 8 St SW,483
2021-08-27,5 Street North of 10 Ave SW,169
2021-08-27,5 Street North of 15 Ave SW,424
2021-08-27,5 Street North of 5 Ave SW,342
2021-08-27,5 Street North of 9 Ave SW,804
2021-08-27,7 Street South of 3 Ave SW,200
2021-08-27,9 Ave West of 4 Street SE,131
2021-08-27,Bow River Pathway,902
2021-08-27,Edmonton Tr North of Memorial Dr,154
2021-08-27,Inglewood Bird Sanctuary,300
2021-08-27,Memorial Drive at 19 St NW,750
2021-08-27,Memorial Drive at Prince's Island,146
2021-08-27,Nose Creek,369
2021-08-27,Peace Bridge,1483
2021-08-27,South Glenmore,561
2021-08-28,10 Street North of 5 Ave NW,381
2021-08-28,12 Ave West of 2 St SW,639
2021-08-28,12 Ave West of 8 St SW,592
2021-08-28,5 Street North of 10 Ave SW,3
2021-08-28,5 Street North of 15 Ave SW,516
2021-08-28,5 Street North of 5 Ave SW,397
2021-08-28,5 Street North of 9 Ave SW,592
2021-08-28,7 Street South of 3 Ave SW,222
2021-08-28,9 Ave West of 4 Street SE,158
2021-08-28,Bow River Pathway,1841
2021-08-28,Edmonton Tr North of Memorial Dr,218
2021-08-28,Inglewood Bird Sanctuary,1012
2021-08-28,Memorial Drive at 19 St NW,2131
2021-08-28,Memorial Drive at Prince's Island,357
2021-08-28,Nose Creek,1137
2021-08-28,Peace Bridge,2981
2021-08-28,South Glenmore,1358
2021-08-29,10 Street North of 5 Ave NW,360
2021-08-29,12 Ave West of 2 St SW,585
2021-08-29,12 Ave West of 8 St SW,539
2021-08-29,5 Street North of 10 Ave SW,1
2021-08-29,5 Street North of 15 Ave SW,490
2021-08-29,5 Street North of 5 Ave SW,529
2021-08-29,5 Street North of 9 Ave SW,690
2021-08-29,7 Street South of 3 Ave SW,162
2021-08-29,9 Ave West of 4 Street SE,158
2021-08-29,Bow River Pathway,1890
2021-08-29,Edmonton Tr North of Memorial Dr,247
2021-08-29,Inglewood Bird Sanctuary,1131
2021-08-29,Memorial Drive at 19 St NW,2355
2021-08-29,Memorial Drive at Prince's Island,306
2021-08-29,Nose Creek,1191
2021-08-29,Peace Bridge,2767
2021-08-29,South Glenmore,1697
2021-08-30,10 Street North of 5 Ave NW,433
2021-08-30,12 Ave West of 2 St SW,656
2021-08-30,12 Ave West of 8 St SW,667
2021-08-30,5 Street North of 10 Ave SW,9
2021-08-30,5 Street North of 15 Ave SW,631
2021-08-30,5 Street North of 5 Ave SW,981
2021-08-30,5 Street North of 9 Ave SW,1162
2021-08-30,7 Street South of 3 Ave SW,310
2021-08-30,9 Ave West of 4 Street SE,180
2021-08-30,Bow River Pathway,1911
2021-08-30,Edmonton Tr North of Memorial Dr,182
2021-08-30,Inglewood Bird Sanctuary,672
2021-08-30,Memorial Drive at 19 St NW,1730
2021-08-30,Memorial Drive at Prince's Island,245
2021-08-30,Nose Creek,800
2021-08-30,Peace Bridge,2345
2021-08-30,South Glenmore,1565
2021-08-31,10 Street North of 5 Ave NW,332
2021-08-31,12 Ave West of 2 St SW,532
2021-08-31,12 Ave West of 8 St SW,525
2021-08-31,5 Street North of 10 Ave SW,7
2021-08-31,5 Street North of 15 Ave SW,494
2021-08-31,5 Street North of 5 Ave SW,732
2021-08-31,5 Street North of 9 Ave SW,917
2021-08-31,7 Street South of 3 Ave SW,283
2021-08-31,9 Ave West of 4 Street SE,149
2021-08-31,Bow River Pathway,1317
2021-08-31,Edmonton Tr North of Memorial Dr,173
2021-08-31,Inglewood Bird Sanctuary,336
2021-08-31,Memorial Drive at 19 St NW,1032
2021-08-31,Memorial Drive at Prince's Island,174
2021-08-31,Nose Creek,417
2021-08-31,Peace Bridge,1358
2021-08-31,South Glenmore,928
2021-09-01,10 Street North of 5 Ave NW,258
2021-09-01,12 Ave West of 2 St SW,440
2021-09-01,12 Ave West of 3 St SE,309
2021-09-01,12 Ave West of 8 St SW,520
2021-09-01,5 Street North of 15 Ave SW,444
2021-09-01,5 Street North of 5 Ave SW,611
2021-09-01,5 Street North of 9 Ave SW,773
2021-09-01,7 Street South of 3 Ave SW,215
2021-09-01,9 Ave West of 4 Street SE,117
2021-09-01,Bow River Pathway,942
2021-09-01,Edmonton Tr North of Memorial Dr,128
2021-09-01,Inglewood Bird Sanctuary,255
2021-09-01,Memorial Drive at 19 St NW,734
2021-09-01,Memorial Drive at Prince's Island,163
2021-09-01,Nose Creek,312
2021-09-01,Peace Bridge,1082
2021-09-01,South Glenmore,770
2021-09-02,10 Street North of 5 Ave NW,369
2021-09-02,12 Ave West of 2 St SW,553
2021-09-02,12 Ave West of 3 St SE,399
2021-09-02,12 Ave West of 8 St SW,564
2021-09-02,5 Street North of 15 Ave SW,525
2021-09-02,5 Street North of 5 Ave SW,755
2021-09-02,5 Street North of 9 Ave SW,925
2021-09-02,7 Street South of 3 Ave SW,264
2021-09-02,9 Ave West of 4 Street SE,145
2021-09-02,Bow River Pathway,1293
2021-09-02,Edmonton Tr North of Memorial Dr,173
2021-09-02,Inglewood Bird Sanctuary,351
2021-09-02,Memorial Drive at 19 St NW,1038
2021-09-02,Memorial Drive at Prince's Island,257
2021-09-02,Nose Creek,472
2021-09-02,Peace Bridge,1534
2021-09-02,South Glenmore,719
2021-09-03,10 Street North of 5 Ave NW,407
2021-09-03,12 Ave West of 2 St SW,601
2021-09-03,12 Ave West of 3 St SE,546
2021-09-03,12 Ave West of 8 St SW,618
2021-09-03,5 Street North of 15 Ave SW,507
2021-09-03,5 Street North of 5 Ave SW,621
2021-09-03,5 Street North of 9 Ave SW,865
2021-09-03,9 Ave West of 4 Street SE,168
2021-09-03,Bow River Pathway,1406
2021-09-03,Edmonton Tr North of Memorial Dr,227
2021-09-03,Inglewood Bird Sanctuary,581
2021-09-03,Memorial Drive at 19 St NW,1551
2021-09-03,Memorial Drive at Prince's Island,468
2021-09-03,Nose Creek,732
2021-09-03,Peace Bridge,2201
2021-09-03,South Glenmore,969
2021-09-04,10 Street North of 5 Ave NW,326
2021-09-04,12 Ave West of 2 St SW,636
2021-09-04,12 Ave West of 3 St SE,551
2021-09-04,12 Ave West of 8 St SW,592
2021-09-04,5 Street North of 15 Ave SW,513
2021-09-04,5 Street North of 5 Ave SW,464
2021-09-04,5 Street North of 9 Ave SW,677
2021-09-04,9 Ave West of 4 Street SE,128
2021-09-04,Bow River Pathway,1845
2021-09-04,Edmonton Tr North of Memorial Dr,247
2021-09-04,Inglewood Bird Sanctuary,968
2021-09-04,Memorial Drive at 19 St NW,1933
2021-09-04,Memorial Drive at Prince's Island,454
2021-09-04,Nose Creek,987
2021-09-04,Peace Bridge,2936
2021-09-04,South Glenmore,955
2021-09-05,10 Street North of 5 Ave NW,274
2021-09-05,12 Ave West of 2 St SW,509
2021-09-05,12 Ave West of 3 St SE,480
2021-09-05,12 Ave West of 8 St SW,465
2021-09-05,5 Street North of 15 Ave SW,504
2021-09-05,5 Street North of 5 Ave SW,511
2021-09-05,5 Street North of 9 Ave SW,665
2021-09-05,9 Ave West of 4 Street SE,158
2021-09-05,Bow River Pathway,1706
2021-09-05,Edmonton Tr North of Memorial Dr,196
2021-09-05,Inglewood Bird Sanctuary,923
2021-09-05,Memorial Drive at 19 St NW,1967
2021-09-05,Memorial Drive at Prince's Island,431
2021-09-05,Nose Creek,971
2021-09-05,Peace Bridge,3061
2021-09-05,South Glenmore,1019
2021-09-06,10 Street North of 5 Ave NW,321
2021-09-06,12 Ave West of 2 St SW,542
2021-09-06,12 Ave West of 3 St SE,548
2021-09-06,12 Ave West of 8 St SW,465
2021-09-06,5 Street North of 15 Ave SW,492
2021-09-06,5 Street North of 5 Ave SW,574
2021-09-06,5 Street North of 9 Ave SW,699
2021-09-06,9 Ave West of 4 Street SE,148
2021-09-06,Bow River Pathway,1946
2021-09-06,Edmonton Tr North of Memorial Dr,250
2021-09-06,Inglewood Bird Sanctuary,940
2021-09-06,Memorial Drive at 19 St NW,2304
2021-09-06,Memorial Drive at Prince's Island,445
2021-09-06,Nose Creek,1104
2021-09-06,Peace Bridge,2851
2021-09-06,South Glenmore,1272
2021-09-07,10 Street North of 5 Ave NW,469
2021-09-07,12 Ave West of 2 St SW,597
2021-09-07,12 Ave West of 3 St SE,534
2021-09-07,12 Ave West of 8 St SW,666
2021-09-07,5 Street North of 15 Ave SW,730
2021-09-07,5 Street North of 5 Ave SW,975
2021-09-07,5 Street North of 9 Ave SW,1176
2021-09-07,9 Ave West of 4 Street SE,230
2021-09-07,Bow River Pathway,1704
2021-09-07,Edmonton Tr North of Memorial Dr,237
2021-09-07,Inglewood Bird Sanctuary,562
2021-09-07,Memorial Drive at 19 St NW,1509
2021-09-07,Memorial Drive at Prince's Island,1079
2021-09-07,Nose Creek,649
2021-09-07,Peace Bridge,1809
2021-09-07,South Glenmore,893
2021-09-08,10 Street North of 5 Ave NW,373
2021-09-08,12 Ave West of 2 St SW,631
2021-09-08,12 Ave West of 3 St SE,497
2021-09-08,12 Ave West of 8 St SW,725
2021-09-08,5 Street North of 15 Ave SW,627
2021-09-08,5 Street North of 5 Ave SW,887
2021-09-08,5 Street North of 9 Ave SW,1043
2021-09-08,9 Ave West of 4 Street SE,214
2021-09-08,Bow River Pathway,1487
2021-09-08,Edmonton Tr North of Memorial Dr,216
2021-09-08,Inglewood Bird Sanctuary,460
2021-09-08,Memorial Drive at 19 St NW,1268
2021-09-08,Memorial Drive at Prince's Island,989
2021-09-08,Nose Creek,634
2021-09-08,Peace Bridge,1477
2021-09-08,South Glenmore,1034
2021-09-09,10 Street North of 5 Ave NW,473
2021-09-09,12 Ave West of 2 St SW,715
2021-09-09,12 Ave West of 3 St SE,583
2021-09-09,12 Ave West of 8 St SW,688
2021-09-09,5 Street North of 15 Ave SW,658
2021-09-09,5 Street North of 5 Ave SW,937
2021-09-09,5 Street North of 9 Ave SW,1073
2021-09-09,9 Ave West of 4 Street SE,216
2021-09-09,Bow River Pathway,1670
2021-09-09,Edmonton Tr North of Memorial Dr,216
2021-09-09,Inglewood Bird Sanctuary,651
2021-09-09,Memorial Drive at 19 St NW,1586
2021-09-09,Memorial Drive at Prince's Island,1212
2021-09-09,Nose Creek,700
2021-09-09,Peace Bridge,1876
2021-09-09,South Glenmore,956
2021-09-10,10 Street North of 5 Ave NW,389
2021-09-10,12 Ave West of 2 St SW,627
2021-09-10,12 Ave West of 3 St SE,562
2021-09-10,12 Ave West of 8 St SW,651
2021-09-10,5 Street North of 15 Ave SW,596
2021-09-10,5 Street North of 5 Ave SW,689
2021-09-10,5 Street North of 9 Ave SW,900
2021-09-10,9 Ave West of 4 Street SE,190
2021-09-10,Bow River Pathway,1343
2021-09-10,Edmonton Tr North of Memorial Dr,208
2021-09-10,Inglewood Bird Sanctuary,456
2021-09-10,Memorial Drive at 19 St NW,1300
2021-09-10,Memorial Drive at Prince's Island,1012
2021-09-10,Nose Creek,588
2021-09-10,Peace Bridge,1952
2021-09-10,South Glenmore,1725
2021-09-11,10 Street North of 5 Ave NW,91
2021-09-11,12 Ave West of 2 St SW,286
2021-09-11,12 Ave West of 3 St SE,273
2021-09-11,12 Ave West of 8 St SW,321
2021-09-11,5 Street North of 15 Ave SW,202
2021-09-11,5 Street North of 5 Ave SW,186
2021-09-11,5 Street North of 9 Ave SW,288
2021-09-11,9 Ave West of 4 Street SE,69
2021-09-11,Bow River Pathway,428
2021-09-11,Edmonton Tr North of Memorial Dr,86
2021-09-11,Inglewood Bird Sanctuary,155
2021-09-11,Memorial Drive at 19 St NW,461
2021-09-11,Memorial Drive at Prince's Island,152
2021-09-11,Nose Creek,274
2021-09-11,Peace Bridge,1013
2021-09-11,South Glenmore,529
2021-09-12,10 Street North of 5 Ave NW,118
2021-09-12,12 Ave West of 2 St SW,233
2021-09-12,12 Ave West of 3 St SE,216
2021-09-12,12 Ave West of 8 St SW,242
2021-09-12,5 Street North of 15 Ave SW,169
2021-09-12,5 Street North of 5 Ave SW,163
2021-09-12,5 Street North of 9 Ave SW,268
2021-09-12,9 Ave West of 4 Street SE,87
2021-09-12,Bow River Pathway,452
2021-09-12,Edmonton Tr North of Memorial Dr,106
2021-09-12,Inglewood Bird Sanctuary,201
2021-09-12,Memorial Drive at 19 St NW,580
2021-09-12,Memorial Drive at Prince's Island,178
2021-09-12,Nose Creek,269
2021-09-12,Peace Bridge,1237
2021-09-12,South Glenmore,370
2021-09-13,10 Street North of 5 Ave NW,429
2021-09-13,12 Ave West of 2 St SW,616
2021-09-13,12 Ave West of 3 St SE,503
2021-09-13,12 Ave West of 8 St SW,575
2021-09-13,5 Street North of 15 Ave SW,563
2021-09-13,5 Street North of 5 Ave SW,835
2021-09-13,5 Street North of 9 Ave SW,978
2021-09-13,9 Ave West of 4 Street SE,196
2021-09-13,Bow River Pathway,1515
2021-09-13,Edmonton Tr North of Memorial Dr,163
2021-09-13,Inglewood Bird Sanctuary,603
2021-09-13,Memorial Drive at 19 St NW,1436
2021-09-13,Memorial Drive at Prince's Island,1068
2021-09-13,Nose Creek,619
2021-09-13,Peace Bridge,1631
2021-09-13,South Glenmore,864
2021-09-14,10 Street North of 5 Ave NW,481
2021-09-14,12 Ave West of 2 St SW,608
2021-09-14,12 Ave West of 3 St SE,465
2021-09-14,12 Ave West of 8 St SW,625
2021-09-14,5 Street North of 15 Ave SW,560
2021-09-14,5 Street North of 5 Ave SW,855
2021-09-14,5 Street North of 9 Ave SW,1001
2021-09-14,9 Ave West of 4 Street SE,223
2021-09-14,Bow River Pathway,1746
2021-09-14,Edmonton Tr North of Memorial Dr,221
2021-09-14,Inglewood Bird Sanctuary,570
2021-09-14,Memorial Drive at 19 St NW,1452
2021-09-14,Memorial Drive at Prince's Island,1036
2021-09-14,Nose Creek,669
2021-09-14,Peace Bridge,1729
2021-09-14,South Glenmore,653
2021-09-15,10 Street North of 5 Ave NW,265
2021-09-15,12 Ave West of 2 St SW,370
2021-09-15,12 Ave West of 3 St SE,263
2021-09-15,12 Ave West of 8 St SW,422
2021-09-15,5 Street North of 15 Ave SW,407
2021-09-15,5 Street North of 5 Ave SW,522
2021-09-15,5 Street North of 9 Ave SW,646
2021-09-15,9 Ave West of 4 Street SE,120
2021-09-15,Bow River Pathway,739
2021-09-15,Edmonton Tr North of Memorial Dr,92
2021-09-15,Inglewood Bird Sanctuary,133
2021-09-15,Memorial Drive at 19 St NW,585
2021-09-15,Memorial Drive at Prince's Island,369
2021-09-15,Nose Creek,243
2021-09-15,Peace Bridge,831
2021-09-15,South Glenmore,147
2021-09-16,10 Street North of 5 Ave NW,321
2021-09-16,12 Ave West of 2 St SW,488
2021-09-16,12 Ave West of 3 St SE,367
2021-09-16,12 Ave West of 8 St SW,498
2021-09-16,5 Street North of 15 Ave SW,441
2021-09-16,5 Street North of 5 Ave SW,564
